item_id,english_name,display_name,telugu_name,hindi_name,category,sub_category,aliases,search_keywords,measurement_unit,shelf_life_days_ambient,shelf_life_days_refrigerated,shelf_life_days_frozen,recommended_storage,avg_weekly_consumption_pp,min_quantity,max_quantity,purchase_notes,common_household_usage,season_availability,popularity_score,calculation_priority,recommendation_notes
QTY-AP-GOU-0057,Chayote (Chow Chow),Chayote,బెంగళూరు వంకాయ,इस्कूस,Gourds,Cucurbits,Chayote | Chow Chow | Bangalore Vankaya | Iskus | Pear Gourd,bangalore vankaya | chow chow sambar,kg,5,12,NULL,Refrigerated,0.3,0.25,1.0,Select firm pear-shaped light green gourds.,Chow Chow Sambar | Chow Chow Kootu,Year-Round,7,2,
QTY-AP-GOU-0058,Gherkin (Ivy Gourd Small),Gherkin,చిన్న దొండకాయ,कुंदरू छोटा,Gourds,Cucurbits,Gherkin | Ivy Gourd Small | Barik Kundru,small tendli | gherkin fry,kg,3,7,NULL,Refrigerated,0.25,0.25,0.75,Select fresh thin baby gourds.,Pickle | Fry,Year-Round,5,2,
QTY-AP-GOU-0059,Wax Gourd,Wax Gourd,తెల్ల గుమ్మడికాయ,सफ़ेद कद्दू,Gourds,Cucurbits,Wax Gourd | White Gourd | Ash Pumpkin,white pumpkin | wax gourd curry,kg,14,30,NULL,Ambient Dry,0.3,0.5,1.5,Select firm heavy gourds.,Wax Gourd Curry | Majjiga Pulusu,Year-Round,5,2,
QTY-AP-GOU-0060,Wild Melon (Kura Dosakaya),Wild Melon,కూర దోస,ककड़ी सब्जी,Gourds,Cucurbits,Wild Melon | Kura Dosakaya | Field Cucumber,field cucumber | kura dosa Pachadi,kg,7,14,NULL,Ambient Ventilated,0.35,0.25,1.0,Choose firm dark-skinned melons.,Wild Melon Pachadi | Wild Melon Pappu,Kharif,6,2,
QTY-AP-BNS-0061,Broad Beans (Chikkudukaya),Broad Beans,చిక్కుడుకాయ,सेम,Beans & Pods,Legumes,Broad Beans | Chikkudukaya | Sem ki phali | Sem | Chikkudu,broad beans | flat bean pod | chikkudukaya fry,kg,3,7,NULL,Refrigerated,0.3,0.25,1.0,Choose flat green pods without insect marks.,Chikkudukaya Fry | Chikkudukaya Tomato Curry,Kharif | Rabi,9,1,
QTY-AP-BNS-0062,Cluster Beans (Goru Chikkudu),Cluster Beans,గోరు చిక్కుడు,ग्वार फली,Beans & Pods,Legumes,Cluster Beans | Goru Chikkudu | Gwar phali | Goruchikkudu,guar pods | goruchikkudu fry | cluster bean pod,kg,3,6,NULL,Refrigerated,0.25,0.25,0.75,Choose tender green pods.,Goru Chikkudu Fry | Goruchikkudu Kura,Year-Round,8,2,
QTY-AP-BNS-0063,French Beans (Beans),French Beans,ఫ్రెంచ్ బీన్స్,फ्रांस बीन,Beans & Pods,Legumes,French Beans | Beans | Green Beans | Pharasbi,french beans fry | standard beans | beans aloo,kg,3,7,NULL,Refrigerated,0.2,0.25,1.0,Slender green pods that snap easily.,Beans Fry | Beans Tomato Curry | Pulao,Year-Round,8,1,
QTY-AP-BNS-0064,Green Peas (Batani),Green Peas,పచ్చి బఠాణీలు,हरी मटर,Beans & Pods,Legumes,Green Peas | Batani | Pacchi Batani | Hari Matar | Matar,fresh green peas | batani curry | aloo matar,kg,3,7,90,Refrigerated,0.2,0.25,1.0,"Bright green full pods, avoid yellowing.",Batani Curry | Aloo Matar | Veg Biryani,Winter,9,2,
QTY-AP-BNS-0065,Cowpea Pods (Alasandalu),Cowpea Pods,అలసంద కాయలు,लोबिया फली,Beans & Pods,Legumes,Cowpea Pods | Alasandalu | Lobia Phali | Long Beans,long green lobia | alasandala pod | alasandala fry,kg,3,7,NULL,Refrigerated,0.25,0.25,1.0,Tender green long pods.,Alasandala Fry | Alasandala Pulusu,Year-Round,7,2,
QTY-AP-BNS-0066,Double Beans,Double Beans,చిక్కుడు గింజలు,डबल बीन्स,Beans & Pods,Legumes,Double Beans | Lima Beans Large | Butter Beans,large double beans | double beans curry,kg,3,7,NULL,Refrigerated,0.2,0.2,0.7,Select fresh pods with plump double seeds.,Double Beans Kurma | Double Beans Fry,Winter,6,2,
QTY-AP-BNS-0067,Soybeans Raw,Raw Soybeans,పచ్చి సోయాబీన్స్,हरी सोयाबीन,Beans & Pods,Legumes,Soybeans Raw | Green Edamame | Pacchi Soyabeans,green soy | raw edamame | soy curry,kg,3,7,90,Refrigerated,0.2,0.25,0.8,Select fuzzy green pods with plump seeds.,Boiled Soyabeans | Soyabean Curry,Year-Round,5,2,
QTY-AP-BNS-0068,Lima Beans (Val),Lima Beans,లిమా బీన్స్,सफ़ेद सेम,Beans & Pods,Legumes,Lima Beans | Val Beans | Sem Beans,white lima beans | lima beans fry,kg,3,7,NULL,Refrigerated,0.2,0.2,0.8,Choose fresh firm flat green pods.,Lima Beans Curry | Sambar,Winter,5,2,
QTY-AP-BNS-0069,Green Chickpea Pods,Green Chickpea Pods,పచ్చి శనగ కాయలు,हरा चना फली,Beans & Pods,Legumes,Green Chickpea Pods | Pacchi Senagalu | Harbhara Pods,fresh green chana | raw chickpea pods | senaga kayalu,kg,4,8,NULL,Ambient Ventilated,0.3,0.25,1.0,Fresh green leafy pods.,Boiled Senagalu | Roasted Chana,Winter,7,2,
QTY-AP-BNS-0070,Field Beans (Anapakayalu),Field Beans,అనపకాయలు,वैल फली,Beans & Pods,Legumes,Field Beans | Anapakayalu | Val Pods | Anapa Pods,rayalaseema bean | anapa fry | anapakaya curry,kg,3,7,NULL,Refrigerated,0.3,0.25,1.0,"Flat green pods, check for worms.",Anapakaya Fry | Anapakaya Kudumulu,Winter,9,1,
QTY-AP-BNS-0071,Yardlong Beans,Yardlong Beans,పొడుగు అలసందలు,बोड़ा फली,Beans & Pods,Legumes,Yardlong Beans | Yard long Beans | Asparagus Beans | Boda Phali,extra long beans | yardlong fry | boda curry,kg,3,7,NULL,Refrigerated,0.25,0.25,0.8,"Select thin, crisp long beans.",Alasandala Fry | Yardlong Beans Curry,Year-Round,7,2,
QTY-AP-BNS-0072,Winged Beans,Winged Beans,రెక్కల చిక్కుడు,चौकोनी सेम,Beans & Pods,Legumes,Winged Beans | Rekkala Chikkudu | Four angled bean | Goa bean,winged bean fry | rekkala chikkudu curry,kg,3,7,NULL,Refrigerated,0.2,0.2,0.6,Choose bright green pods with soft wings.,Rekkala Chikkudu Fry | Sambar,Winter,5,2,
QTY-AP-BLB-0073,Red Onion (Ullipaya),Onion,ఉల్లిపాయలు,प्याज़,Bulbs & Aromatics,Allium,Onion | Red Onion | Ullipayalu | Pyaz | Gandha,onion bulbs | red onion | base gravy onion | ullipaya,kg,21,45,NULL,Ambient Dry,1.0,0.5,3.0,Select dry hard onions without soft spots.,Ullipaya Fry | Base Curry Gravy | Sambar | Biryani,Year-Round,10,1,
QTY-AP-BLB-0074,White Onion,White Onion,తెల్ల ఉల్లిపాయ,सफ़ेद प्याज़,Bulbs & Aromatics,Allium,White Onion | Safed Pyaz | Tella Ullipaya,sweet white onion | summer onion,kg,14,30,NULL,Ambient Dry,0.5,0.25,1.5,"Choose firm, white globes with clean outer skins.",Salad | Summer Cool drinks,Summer,6,2,
QTY-AP-BLB-0075,Sambar Onions (Shallots),Small Onions,సాంబార్ ఉల్లిపాయలు,छोटा प्याज़,Bulbs & Aromatics,Allium,Sambar Onions | Shallots | Small Onions | Madras Onions | Choti Pyaz,sambar ullipayalu | shallot bulbs | baby onions,kg,21,45,NULL,Ambient Dry,0.3,0.25,1.0,Select firm small bulbs.,Sambar seasoning | Whole Onion Curry,Year-Round,9,2,
QTY-AP-BLB-0076,Garlic Indian,Garlic Indian,నాటు వెల్లుల్లి,देशी लहसुन,Bulbs & Aromatics,Allium,Garlic Indian | Natu Vellulli | Indian Garlic,small garlic cloves | seasoning garlic,kg,30,60,NULL,Ambient Dry,0.1,0.05,0.3,Select dry small-cloved garlic bulbs.,Seasoning talimpu,Year-Round,8,2,
QTY-AP-BLB-0077,Garlic Pearl,Garlic Pearl,ఒంటి పాయ వెల్లుల్లి,एक कली लहसुन,Bulbs & Aromatics,Allium,Garlic Pearl | Pearl Garlic | Single Clove Garlic,medicinal garlic | pearl garlic bulb,kg,30,60,NULL,Ambient Dry,0.05,0.05,0.2,Choose dry clean single-clove garlic bulbs.,Herbal Remedy | Garnish,Year-Round,5,2,
QTY-AP-BLB-0078,Ginger Local,Ginger Local,నాటు అల్లం,देशी अदरक,Bulbs & Aromatics,Zingiberaceae,Ginger Local | Natu Allam | Indian Ginger,local ginger | spice paste,kg,7,21,NULL,Ambient Dry,0.1,0.05,0.3,Select fresh dry fibrous ginger roots.,Allam Pachadi | Ginger Garlic Paste,Year-Round,8,2,
QTY-AP-BLB-0079,Leeks,Leeks,లీక్స్,लीक,Bulbs & Aromatics,Allium,Leeks | Green Leeks | Onion Leeks,soup leeks | mild onion flavor,kg,5,12,NULL,Refrigerated,0.15,0.1,0.5,Choose crisp white stalks with green leaves.,Leek Soup | Stir Fry,Year-Round,5,2,
QTY-AP-BLB-0080,Scallions,Scallions,ఉల్లిపాయ కాడలు,हरा प्याज,Bulbs & Aromatics,Allium,Scallions | Green Onions | Scallion bulbs,scallion garnish | salad scallions,kg,2,5,NULL,Refrigerated,0.15,0.1,0.4,Select crisp stems with clean roots.,Salad Garnish | Fried Rice,Year-Round,6,2,
QTY-AP-BLB-0081,Fennel Bulb,Fennel Bulb,సోంపు దుంప,सौंफ की जड़,Bulbs & Aromatics,Zingiberaceae,Fennel Bulb | Sompu Dumpa | Anise Bulb,fennel salad | licorice flavor bulb,kg,5,12,NULL,Refrigerated,0.2,0.15,0.5,Crisp firm white-green bulbs.,Salads | Roasted Fennel,Winter,4,2,
QTY-AP-BLB-0082,Chives,Chives,ఉల్లి పూలు,चाइव्स,Bulbs & Aromatics,Allium,Chives | Onion Chives | Garlic Chives,chive garnish | thin grass herbs,kg,2,5,NULL,Refrigerated,0.05,0.05,0.2,Select green grass-like stalks.,Egg Garnish | Salad,Year-Round,5,2,
QTY-AP-HRB-0083,Lemongrass,Lemongrass,నిమ్మగడ్డి,लेमनग्रास,Herbs,Culinary Herbs,Lemongrass | Nimmagaddi | Lemon grass,tea herb | herbal lemongrass | ginger grass,kg,3,10,NULL,Refrigerated,0.05,0.05,0.2,Fresh green stalks.,Herbal Tea | Soups,Year-Round,5,2,
QTY-AP-HRB-0084,Sweet Basil (Sabza),Sweet Basil,సబ్జా ఆకులు,तुलसी के बीज पत्ते,Herbs,Culinary Herbs,Sweet Basil | Sabza Leaves | Basil,basil leaves | sabza leaves | italian basil,kg,2,5,NULL,Refrigerated,0.05,0.05,0.2,Unblemished green aromatic leaves.,Garnish | Pesto,Year-Round,5,2,
QTY-AP-HRB-0085,Carom Leaves (Vamu Akulu),Oregano Leaves,వాము ఆకులు,अजवाइन के पत्ते,Herbs,Culinary Herbs,Oregano Leaves | Vamu Akulu | Ajwain Leaves | Indian Borage,ajwain leaves | vamu bajji | thick herb leaves,kg,2,6,NULL,Refrigerated,0.1,0.05,0.3,Thick juicy green leaves.,Vamu Aku Bajji | Cough Remedy,Year-Round,6,2,
QTY-AP-HRB-0086,Tulsi Leaves,Tulsi Leaves,తులసి ఆకులు,तुलसी,Herbs,Culinary Herbs,Tulsi Leaves | Holy Basil | Tulasi,holy basil | tulsi tea | cough relief,kg,3,7,NULL,Ambient Dry,0.05,0.05,0.2,Select aromatic fresh tulsi leaves.,Tulsi Tea | Home Remedy,Year-Round,7,2,
QTY-AP-HRB-0087,Betel Leaves (Tamalapakulu),Betel Leaves,తమలపాకులు,पान,Herbs,Culinary Herbs,Betel Leaves | Tamalapakulu | Paan Leaves | Paan,tambulam leaves | digestive leaves | fresh paan,kg,3,7,NULL,Ambient Ventilated,0.05,0.05,0.2,Shiny heart-shaped fresh green leaves.,Tambulam digestive | Betel leaf bajji,Year-Round,8,2,
QTY-AP-HRB-0088,Bay Leaves (Biryani Aku),Bay Leaves,బిరియాని ఆకు,तेजपत्ता,Herbs,Culinary Herbs,Bay Leaves | Biryani Aku | Tejpatta,aromatic spice leaf | biryani leaf,kg,30,60,NULL,Ambient Dry,0.02,0.01,0.1,Dry aromatic brown/green leaves.,Biryani seasoning | Rice Pulao,Year-Round,9,2,
QTY-AP-HRB-0089,Celery Leaves,Celery Leaves,సెలెరీ ఆకులు,अजमोद,Herbs,Culinary Herbs,Celery Leaves | Ajmod | Celery stalks,celery soup | raw garnish celery,kg,3,7,NULL,Refrigerated,0.1,0.05,0.3,Fresh green stalks with leaves.,Soup garnish | Salad,Year-Round,5,2,
QTY-AP-HRB-0090,Mint Spearmint,Mint Spearmint,మధుర పుదీనా,पहाड़ी पुदीना,Herbs,Culinary Herbs,Mint Spearmint | Spearmint | Pudina Aromatic,spearmint tea | fresh pudina,kg,2,5,NULL,Refrigerated,0.08,0.05,0.2,Select fragrant green leaves.,Tea garnish | Salad,Year-Round,6,2,
QTY-AP-MSH-0091,Button Mushroom,Button Mushroom,పుట్టగొడుగులు,बटन मशरूम,Mushrooms,Fungi,Button Mushroom | White Mushroom | Puttagodugulu | Mashroom,white mushroom | mushroom masala | puttagodugula curry,kg,1,3,NULL,Refrigerated,0.2,0.2,0.5,Select white dry firm caps.,Mushroom Masala | Mushroom Fry | Mushroom Soup,Year-Round,9,2,
QTY-AP-MSH-0092,Oyster Mushroom,Oyster Mushroom,చిప్ప పుట్టగొడుగులు,ऑयस्टर मशरूम,Mushrooms,Fungi,Oyster Mushroom | Grey Mushroom | Chippa Puttagodugulu,grey oyster mushroom | oyster fry,kg,1,3,NULL,Refrigerated,0.2,0.2,0.5,"Fresh clean grey caps, dry roots.",Oyster Mushroom Stir Fry | Soup,Year-Round,6,2,
QTY-AP-MSH-0093,Milky Mushroom,Milky Mushroom,పాలు పుట్టగొడుగులు,दूधिया मशरूम,Mushrooms,Fungi,Milky Mushroom | White Milky Mushroom | Palu Puttagodugulu,summer white mushroom | milky fry,kg,2,5,NULL,Refrigerated,0.2,0.2,0.5,Large firm pure white mushrooms.,Milky Mushroom Curry | Fry,Summer,6,2,
QTY-AP-MSH-0094,Portobello Mushroom,Portobello Mushroom,పెద్ద పుట్టగొడుగులు,पोर्टोबेलो मशरूम,Mushrooms,Fungi,Portobello Mushroom | Large Mushroom | Brown Button,big brown mushroom | stuffed portobello,kg,1,3,NULL,Refrigerated,0.25,0.2,0.6,Select large brown firm caps.,Grill Mushroom | Stuffing,Year-Round,5,2,
QTY-AP-MSH-0095,Shiitake Mushroom,Shiitake Mushroom,షిటాకే పుట్టగొడుగులు,शिटाके मशरूम,Mushrooms,Fungi,Shiitake Mushroom | Dried Shiitake | Chinese Mushroom,umami mushroom | soup shiitake,kg,2,5,90,Refrigerated,0.15,0.15,0.5,Select firm dark brown caps.,Umami Soup | Stir Fry,Year-Round,5,2,
QTY-AP-MEA-0096,Chicken (With Bone),Chicken (With Bone),కోడి మాంసం,चिकन हड्डी वाला,Meat,Poultry,Chicken | Chicken With Bone | Kodi Kura | Murgi | Kodi Mansam,fresh chicken | broiler chicken | chicken curry | chicken biryani | kodi fry,kg,0,1,90,Refrigerated,0.5,0.5,2.0,"Ensure pinkish hue, avoid any off odor.",Kodi Kura | Chicken Fry | Chicken Biryani,Year-Round,10,1,
QTY-AP-MEA-0097,Chicken (Boneless),Chicken Boneless,బోన్‌లెస్ చికెన్,चिकन बिना हड्डी,Meat,Poultry,Chicken Boneless | Boneless Chicken | Breast fillet | Murgi Boneless,chicken pakoda | boneless fillet | chicken tikka,kg,0,1,90,Refrigerated,0.4,0.5,1.5,Soft pink clean fillets.,Chicken Pakodi | Boneless Gravy | Chicken Tikka,Year-Round,9,1,
QTY-AP-MEA-0098,Country Chicken (Natu Kodi),Country Chicken,నాటుకోడి,देशी मुर्गा,Meat,Poultry,Country Chicken | Natu Kodi | Natu Kodi Pulusu | Desi Chicken,rayalaseema chicken | natu kodi fry | desi murg,kg,0,1,90,Refrigerated,0.5,0.5,2.0,"Tougher meat texture, fresh cut.",Natu Kodi Pulusu | Natu Kodi Biryani | Natu Kodi Vepudu,Year-Round,9,1,
QTY-AP-MEA-0099,Mutton (Goat),Mutton (Goat),మేక మాంసం,बकरी का मीट,Meat,Red Meat,Mutton Goat | Goat Meat | Mamsam Kura | Bakra Meat | Mutton,fresh mutton | goat meat curry | mutton biryani | mutton keema,kg,0,1,90,Refrigerated,0.6,0.5,2.0,"Fresh pinkish-red meat, firm structure.",Mamsam Kura | Mutton Biryani | Mutton Vepudu,Year-Round,9,1,
QTY-AP-MEA-0100,Mutton (Lamb),Mutton (Lamb),గొర్రె మాంసం,भेड़ का मीट,Meat,Red Meat,Mutton Lamb | Lamb Meat | Gorre Mamsam | Mutton Lamb,lamb curry | lamb chops | tender mutton,kg,0,1,90,Refrigerated,0.6,0.5,2.0,Select tender pale red meat.,Lamb Curry | Lamb Chops,Year-Round,7,2,
QTY-AP-MEA-0101,Minced Meat (Keema),Mutton Keema,ఖీమా,कीमा,Meat,Red Meat,Keema | Minced Meat | Mutton Keema | Kheema,mutton keema curry | minced goat meat | keema roti,kg,0,1,90,Refrigerated,0.4,0.25,1.5,Fresh finely minced meat.,Keema Curry | Keema Ball Fry,Year-Round,8,2,
QTY-AP-MEA-0102,Duck Meat,Duck Meat,బాతు మాంసం,बतख का मीट,Meat,Red Meat,Duck Meat | Batu Mamsam | Batakh Meat,duck curry | country duck meat,kg,0,1,90,Refrigerated,0.5,0.5,2.0,Fresh thick duck meat.,Batu Kura | Duck Fry,Winter,5,2,
QTY-AP-MEA-0103,Quail Meat,Quail Meat,కౌజు పిట్ట మాంసం,बटेर का मीट,Meat,Poultry,Quail Meat | Kowju Pitta Mamsam | Bater Meat,quail fry | small bird meat,kg,0,1,90,Refrigerated,0.3,0.25,1.0,Choose clean dressed quail birds.,Kowju Pitta Fry | Curry,Year-Round,6,2,
QTY-AP-FIS-0104,Striped Snakehead (Korrameenu),Fish (Korrameenu),కొర్రమీను,मुर्रेल मछली,Fish,Freshwater,Korrameenu | Striped Snakehead | Murrel | Korramenu Fish,freshwater fish | korrameenu pulusu | korrameenu fry | mud fish,kg,0,2,90,Refrigerated,0.6,0.5,2.5,"Clear eyes, red gills, firm springy flesh.",Chepala Pulusu | Chepala Vepudu,Kharif | Rabi,9,1,
QTY-AP-FIS-0105,Rohu (Seelaa),Fish (Rohu),శీలావతి,रोहू मछली,Fish,Freshwater,Rohu | Seelaa | Sheelavathi | Rohu Fish,freshwater carp | rohu chepala pulusu | rohu fry,kg,0,2,90,Refrigerated,0.5,0.5,2.0,Select firm scale carps with red gills.,Rohu Chepala Pulusu | Chepala Vepudu,Kharif | Rabi,8,1,
QTY-AP-FIS-0106,Catla (Bocche),Fish (Catla),బొచ్చె,कातला मछली,Fish,Freshwater,Catla | Bocche | Botche | Catla Fish,freshwater catla | catla pulusu | catla fry,kg,0,2,90,Refrigerated,0.5,0.5,2.0,Select heavy freshwater carps with silver skin.,Chepala Pulusu | Fish Fry,Year-Round,8,1,
QTY-AP-FIS-0107,Sea Bass (Pandugappa),Fish (Pandugappa),పండుగప్ప,भेटकी मछली,Fish,Marine,Sea Bass | Pandugappa | Bhetki Fish | Barramundi,brackish water fish | barramundi pulusu | pandugappa fry,kg,0,2,90,Refrigerated,0.5,0.5,2.0,Choose shiny scales and clear eyes.,Pandugappa Pulusu | Pandugappa Vepudu,Year-Round,8,2,
QTY-AP-FIS-0108,Pomfret White,White Pomfret,తెల్ల చందమామ,सफ़ेद पाम्फ्रेट,Fish,Marine,White Pomfret | Tella Chandamama | Safed Pomfret,premium marine fish | pomfret fry | pomfret curry,kg,0,2,90,Refrigerated,0.4,0.25,1.5,Select firm flat white pomfrets.,Pomfret Fry | Pomfret Curry,Year-Round,9,2,
QTY-AP-FIS-0109,Pomfret Black,Black Pomfret,నల్ల చందమామ,काला पाम्फ्रेट,Fish,Marine,Black Pomfret | Nalla Chandamama | Kala Pomfret,black pomfret fry | pomfret curry,kg,0,2,90,Refrigerated,0.4,0.25,1.5,Choose dark-skinned pomfrets.,Pomfret Fry | Pomfret Curry,Year-Round,8,2,
QTY-AP-FIS-0110,Anchovy (Nethallu),Fish (Nethallu),నెత్తళ్లు,नेथली मछली,Fish,Marine,Anchovy | Nethallu | Nethilli | Small Fish,small fish fry | netthalla pulusu | dry nethallu,kg,0,2,90,Refrigerated,0.3,0.25,1.0,Select shiny silver small fresh fish.,Nethallu Fry | Nethalla Pulusu,Year-Round,7,2,
QTY-AP-FIS-0111,Mackerel (Kanagarthalu),Mackerel,కణగర్తలు,बांगड़ा मछली,Fish,Marine,Mackerel | Kanagarthalu | Bangda Fish,mackerel fry | sea fish curry,kg,0,2,90,Refrigerated,0.4,0.25,1.5,Select firm oily fish with shiny skin.,Mackerel Fry | Curry,Year-Round,7,2,
QTY-AP-SAF-0112,Tiger Prawns (Royyalu),Prawns (Royyalu),రొయ్యలు,झींगा मछली,Seafood,Shellfish,Tiger Prawns | Royyalu | Prawns | Shrimp | Jheenga | Prawns,tiger prawns | royyala iguru | prawns fry | pacchi royyalu,kg,0,2,90,Refrigerated,0.4,0.25,1.5,"Ensure shells are firm and translucent, not grey/soft.",Royyala Iguru | Royyala Fry | Royyala Pappu,Year-Round,10,1,
QTY-AP-SAF-0113,Mud Crab (Peethalu),Crab (Peethalu),పీతలు,केकड़ा,Seafood,Shellfish,Mud Crab | Peethalu | Crab | Crabs | Kekda | Crab,mud crab | peethala pulusu | crab curry | fresh crab,kg,0,2,90,Refrigerated,0.5,0.5,2.0,"Choose heavy hard-shelled crabs, fresh chilled.",Peethala Pulusu | Crab Fry,Kharif,8,2,
QTY-AP-SAF-0114,Squid (Kalamari),Squid,కలామరి,स्क्विड,Seafood,Shellfish,Squid | Kalamari | Calamari | Kanava,squid ring | squid fry | Calamari,kg,0,2,90,Refrigerated,0.3,0.25,1.0,Clean white firm squid tubes.,Squid Fry | Squid Masala,Year-Round,7,2,
QTY-AP-SAF-0115,Lobster,Lobster,సముద్ర రొయ్య,झींगा केकड़ा,Seafood,Shellfish,Lobster | Sea Prawn Large | Samudra Royya,lobster grill | large lobster tail,kg,0,2,90,Refrigerated,0.5,0.5,2.0,Select heavy live or fresh chilled lobsters.,Grilled Lobster | Curry,Year-Round,6,2,
QTY-AP-EGG-0116,White Broiler Egg,White Broiler Egg,ఫారం కోడి గుడ్డు,सफ़ेद अंडा,Eggs,Avian Eggs,White Broiler Egg | Farm Guddu | Broiler Egg | Anda | Farm Egg | Eggs,poultry egg | boiled egg | egg curry | egg porutu | guddu pulusu,unit,14,30,NULL,Refrigerated,6.0,6.0,30.0,"Standard farm eggs, shells clean and uncracked.",Egg Curry | Egg Porutu | Boiled Eggs,Year-Round,10,1,
QTY-AP-EGG-0117,Country Chicken Egg,Country Chicken Egg,నాటు కోడి గుడ్డు,देशी अंडा,Eggs,Avian Eggs,Country Chicken Egg | Natu Kodi Guddu | Desi Anda,country egg | organic egg | natu kodi egg,unit,10,30,NULL,Refrigerated,4.0,4.0,12.0,"Smaller brownish eggs, clean shells.",Guddu Pulusu | Boiled Egg | Omelette,Year-Round,9,1,
QTY-AP-EGG-0118,Duck Egg,Duck Egg,బాతు గుడ్డు,बतख का अंडा,Eggs,Avian Eggs,Duck Egg | Batu Guddu | Batakh Anda,duck egg | boiled duck egg | rich egg,unit,10,30,NULL,Refrigerated,4.0,4.0,12.0,"Larger eggs, slightly oily shells.",Egg Curry | Boiled Egg,Year-Round,6,2,
QTY-AP-EGG-0119,Quail Egg,Quail Egg,కౌజు పిట్ట గుడ్డు,बटेर का अंडा,Eggs,Avian Eggs,Quail Egg | Kowju Pitta Guddu | Bater Anda,small eggs | boiled quail egg,unit,10,30,NULL,Refrigerated,6.0,6.0,24.0,Tiny speckled shells.,Boiled Snack | Garnish,Year-Round,5,2,
